0,1,cluster,target,segment,stream
0.9297816131460542,0.6514734876940066,1,2,0,0
0.9466549447742224,0.6530756131239065,1,2,0,0
0.3520812133221746,0.5383203214418204,1,1,0,0
0.3548077660631255,0.5348275363791481,1,1,0,0
0.3688865564940856,0.5132683857088822,1,1,0,0
0.5786783061779757,0.0765930601209355,1,0,0,0
0.7389210870226574,0.6020879456415141,1,3,0,0
0.9303823486283952,0.6558224147541896,1,2,0,0
0.9046180807282728,0.6431376669214584,1,2,0,0
0.5698012884014831,0.0660696455913688,1,0,0,0
0.5484970146086016,0.0837662458132337,1,0,0,0
0.9364279849386692,0.6444624277364177,1,2,0,0
0.9429115028417722,0.66190545245738,1,2,0,0
0.353848523708598,0.5291216812620959,1,1,0,0
0.5739363662183362,0.0715946924757299,1,0,0,0
0.3520087118848125,0.513941606153017,1,1,0,0
0.9429278876992848,0.6417122457805062,1,2,0,0
0.7427153090789327,0.6110733228933062,1,3,0,0
0.7309733015795319,0.6201209851101543,1,3,0,0
0.3463440249710792,0.5475917958881851,1,1,0,0
0.918526513337293,0.6284082412089582,1,2,0,0
0.2280837064469658,0.076046756820274,4,4,0,0
0.5675429917795126,0.0609840057879147,1,0,0,0
0.3517075567171688,0.54065860585016,1,1,0,0
0.9368848159698542,0.6488483079582358,1,2,0,0
0.7405550280994859,0.6110808120905231,1,3,0,0
0.7451952168791462,0.593393467427191,1,3,0,0
0.9390160059140334,0.647825996740102,1,2,0,0
0.7406200874309669,0.6133820141747047,1,3,0,0
0.946147937969692,0.6479430394167001,1,2,0,0
0.5706288909341566,0.0632889834742178,1,0,0,0
0.7392348950809415,0.6164416403639148,1,3,0,0
0.934748555287058,0.6455288691538554,1,2,0,0
0.5879310377379429,0.0539886099437558,1,0,0,0
0.572939149530514,0.0679335100363769,1,0,0,0
0.933652032232439,0.6471094295500732,1,2,0,0
0.247178148394268,0.075096640147975,4,4,0,0
0.7558264988210616,0.6172241235883006,1,3,0,0
0.2267401082819251,0.0590210804179445,4,4,0,0
0.9376956435924166,0.6471857391750907,1,2,0,0
0.5450706839279617,0.0871069871688504,1,0,0,0
0.7422608802857567,0.6170322382016807,1,3,0,0
0.954328869586116,0.6451955711741308,1,2,0,0
0.556356694966438,0.0629120143472551,1,0,0,0
0.5720563890249505,0.06472623727864,1,0,0,0
0.9316592507872128,0.6577315385209991,1,2,0,0
0.9226412276796604,0.6539109360711738,1,2,0,0
0.9275307168533904,0.6689052761107193,1,2,0,0
0.2210395560494819,0.0773454818763262,4,4,0,0
0.946291732975448,0.6272026666328065,1,2,0,0
0.3648835145678548,0.5269166387452214,1,1,0,0
0.3559756154055387,0.5414605082070374,1,1,0,0
0.3784705733710397,0.5838481018162798,1,1,0,0
0.3470125747453388,0.5451287081514251,1,1,0,0
0.9106596960655672,0.667555943598147,1,2,0,0
0.7374374434996142,0.612971165788571,1,3,0,0
0.5823162209269891,0.0452828066113962,1,0,0,0
0.2150998210291249,0.0832561449407003,4,4,0,0
0.94051542026196,0.6356630939495291,1,2,0,0
0.9347711345681268,0.6312161180829692,1,2,0,0
0.938603548565003,0.6227390539780581,1,2,0,0
0.5736859413833002,0.0676852431633409,1,0,0,0
0.8950706896199427,0.6861350821652982,1,2,0,0
0.914506577622697,0.6226231290719837,1,2,0,0
0.5798360486650401,0.0567324677771131,1,0,0,0
0.5674538440455295,0.061238421505183,1,0,0,0
0.7306492223448096,0.6206375563887508,1,3,0,0
0.5838326285267316,0.0768216233031184,1,0,0,0
0.3478829593122043,0.5250991985907475,1,1,0,0
0.579438851934107,0.0737144566338257,1,0,0,0
0.5701246106487292,0.0633077468903421,1,0,0,0
0.5675178287761703,0.078053959054035,1,0,0,0
0.9038751864317078,0.5999681797648189,1,2,0,0
0.3371178404219122,0.5675424831612098,1,1,0,0
0.7443533903673333,0.6183354843656509,1,3,0,0
0.5810620409854863,0.0692875107563116,1,0,0,0
0.9313085653747616,0.6847855796909323,1,2,0,0
0.9344535837362166,0.6361030058702696,1,2,0,0
0.576379730137029,0.0661998005319151,1,0,0,0
0.3552452559256652,0.5396538151203173,1,1,0,0
0.3705909776870122,0.5510570192669662,1,1,0,0
0.913214689276204,0.6539686262125882,1,2,0,0
0.5820400137219174,0.0685526896046457,1,0,0,0
0.9633990880716474,0.6189105577014632,1,2,0,0
0.9310993222632884,0.624212207440651,1,2,0,0
0.9388177406925128,0.6351912330262449,1,2,0,0
0.3391294033119997,0.5502284818745433,1,1,0,0
0.2240516588672525,0.0474776011808404,4,4,0,0
0.2282745264752419,0.0604131601901254,4,4,0,0
0.7464367429850385,0.6225356792178673,1,3,0,0
0.5817014797465447,0.0664924346929207,1,0,0,0
0.9179506690363296,0.6246205341380077,1,2,0,0
0.5737834187915758,0.0628185257531956,1,0,0,0
0.2168239294849408,0.075062342208806,4,4,0,0
0.3362451865075737,0.5462033671221831,1,1,0,0
0.3368556871833983,0.5256864515943387,1,1,0,0
0.9261629195774548,0.6076781797955746,1,2,0,0
0.2092747238794602,0.0791143011969097,4,4,0,0
0.9421499272647051,0.6272934230524233,1,2,0,0
0.8920810647543075,0.6235703581295539,1,2,0,0
0.729953412255644,0.6154581003752775,1,3,0,0
0.9374663672535808,0.6391642559381473,1,2,0,0
0.9338204316240772,0.64210742594086,1,2,0,0
0.7372933556525972,0.6174707782954251,1,3,0,0
0.5765879138615518,0.0635433974182248,1,0,0,0
0.9314214031227416,0.6559801615347047,1,2,0,0
0.5796863700095822,0.0987781782614883,1,0,0,0
0.9411598215587352,0.6323679166415075,1,2,0,0
0.9240845337507148,0.6550020628306737,1,2,0,0
0.9265488706647071,0.6430355430087215,1,2,0,0
0.9415797633645268,0.6443894220723644,1,2,0,0
0.945914594803514,0.6322655413449173,1,2,0,0
0.9146474178505244,0.6446644178609542,1,2,0,0
0.2146471596612595,0.0731948954548492,4,4,0,0
0.5830422876982672,0.0606015801055805,1,0,0,0
0.7476264131259819,0.6140073646699734,1,3,0,0
0.5891601596191913,0.0736727713979995,1,0,0,0
0.9335367556236402,0.6576932060354126,1,2,0,0
0.5601359911671443,0.0589438160530372,1,0,0,0
0.3313645434764011,0.5358573850239843,1,1,0,0
0.9114604987421914,0.6681289252075487,1,2,0,0
0.933510739293726,0.6307943075629654,1,2,0,0
0.9451247136102076,0.6343333577393858,1,2,0,0
0.7416524195181985,0.6240931362793788,1,3,0,0
0.2065853591009591,0.0759793439293368,4,4,0,0
0.7415506019532662,0.6153930979221559,1,3,0,0
0.981451557676426,0.5879857214273981,1,2,0,0
0.5854956355991836,0.0708202385586685,1,0,0,0
0.5881322289772646,0.0718339164879297,1,0,0,0
0.3471943848574438,0.5292048618498465,1,1,0,0
0.3411034337535764,0.5377953779501011,1,1,0,0
0.9469407044454629,0.6330856300145267,1,2,0,0
0.9226510166353364,0.6516252865095915,1,2,0,0
0.5680715782169914,0.0554762009849687,1,0,0,0
0.3437384407389603,0.5250228318682806,1,1,0,0
0.9218257156529645,0.6470226747387269,1,2,0,0
0.5833070229415519,0.0651741299893194,1,0,0,0
0.7553772837066594,0.6407480912066991,1,3,0,0
0.3335571076538962,0.5191131100215326,1,1,0,0
0.7378665442252218,0.6293921959404899,1,3,0,0
0.9492146420456208,0.6211156055496133,1,2,0,0
0.94044198086861,0.6696344524887313,1,2,0,0
0.9314946565523,0.6363141906114983,1,2,0,0
0.9776234451882952,0.6118239568665862,1,2,0,0
0.9356792770517616,0.6215971528136873,1,2,0,0
0.9524499031386436,0.6735876726354555,1,2,0,0
0.7336849335863245,0.630560754957944,1,3,0,0
0.9327708257054262,0.628827642927632,1,2,0,0
0.7382630182044518,0.6307776839307321,1,3,0,0
0.5841400026394732,0.0732953695428506,1,0,0,0
0.9236244845888408,0.6518557497817894,1,2,0,0
0.928354228151432,0.632372413215105,1,2,0,0
0.9364476788175986,0.6360437374787695,1,2,0,0
